dataset,model,protocol,level,seed,accuracy,balanced_accuracy,sensitivity,specificity,f1,roc_auc,mcc,accuracy_bootmean,accuracy_lo95,accuracy_hi95,roc_auc_bootmean,roc_auc_lo95,roc_auc_hi95,sensitivity_bootmean,sensitivity_lo95,sensitivity_hi95,specificity_bootmean,specificity_lo95,specificity_hi95,p1_leak_fraction,acc_same_subject_seen,acc_subject_unseen,permutation_floor_balacc,permutation_floor_auc,permutation_floor_acc
handpd:meander,efficientnet_b0,P2_subject,subject,3,0.8260869565217391,0.5555555555555556,1.0,0.1111111111111111,0.9024390243902439,0.9099099099099099,0.302254900194121,0.8205978260869564,0.7497282608695652,0.8913043478260869,0.9143982730912629,0.8127191253753754,0.9926867436361108,1.0,1.0,1.0,0.1005849863441649,0.0,0.2631578947368421,,,,,,
handpd:meander,efficientnet_b0,leakage_probe,image,3,,,,,,,,,,,,,,,,,,,,0.967391304347826,0.8455056179775281,1.0,0.4924924924924925,0.5490803303303304,0.75
handpd:meander,vgg16,P1_image,image,4,0.8097826086956522,0.5138888888888888,1.0,0.027777777777777776,0.8942598187311178,0.8297672672672672,0.1498835816187301,0.8081657608695653,0.7391304347826086,0.8805027173913044,0.8318066582493441,0.7579515094109563,0.9036702655510485,1.0,1.0,1.0,0.02870246815513423,0.0,0.07304687500000004,,,,,,
handpd:meander,vgg16,P1_image,subject,4,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8836336336336337,0.0,0.8023913043478259,0.7279891304347826,0.8804347826086957,0.8869664080270057,0.7859865134865135,0.9731618247883309,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,vgg16,P2_subject,image,4,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8371809309309309,0.0,0.8021195652173914,0.7171195652173913,0.8695652173913043,0.8372952409736168,0.7003233745421245,0.9462457697459429,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,vgg16,P2_subject,subject,4,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8536036036036037,0.0,0.8023913043478259,0.7279891304347826,0.8804347826086957,0.8549334087753592,0.7364354469060351,0.9521276811463592,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,vgg16,leakage_probe,image,4,,,,,,,,,,,,,,,,,,,,0.9456521739130435,0.8103448275862069,0.8,0.5,0.518674924924925,0.8043478260869565
handpd:meander,resnet50,P1_image,image,4,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8920326576576576,0.0,0.8025,0.7282608695652174,0.8804347826086957,0.8924248291053513,0.834302626022404,0.9415488795230263,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,P1_image,subject,4,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.933933933933934,0.0,0.8023913043478259,0.7279891304347826,0.8804347826086957,0.9372845164302275,0.8748149671052632,0.985274923222301,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,P2_subject,image,4,0.8097826086956522,0.5138888888888888,1.0,0.027777777777777776,0.8942598187311178,0.8774399399399399,0.1498835816187301,0.8072826086956522,0.7172554347826087,0.8695652173913043,0.877571834255047,0.7807136667375236,0.9507881871256377,1.0,1.0,1.0,0.02583789124429651,0.0,0.08837316176470592,,,,,,
